order_id,order_date,month,month_num,region,customer_lat,customer_lon,product_category,demand_units,weight_kg,order_value_usd,shipping_mode,dist_wh1_km,cost_wh1_usd,lead_wh1_days,service_met_wh1,dist_wh2_atlanta_km,dist_wh3_la_km,dist_wh4_dallas_km,wh_assigned_s1,dist_s1_km,cost_s1_usd,lead_s1_days,service_met_s1,wh_assigned_s2,dist_s2_km,cost_s2_usd,lead_s2_days,service_met_s2
ORD-21463,2025-08-14 09:00:00,Aug,8,West Coast,34.7404,-121.6049,Grocery,3,14.35,405.55,Standard Ground,3047.0,47.72,7.0,0,3403.0,317.7,2297.9,WH3_LOS_ANGELES,317.7,14.44,1.5,1,WH1_CHICAGO,3047.0,48.28,7.0,0
ORD-21464,2025-08-14 09:00:00,Aug,8,Northeast,41.182,-71.7625,Home & Kitchen,4,22.32,861.03,Standard Ground,1321.2,30.64,4.0,0,1385.0,4120.0,2401.2,WH1_CHICAGO,1321.2,30.27,3.8,0,WH1_CHICAGO,1321.2,30.64,3.6,0
ORD-21465,2025-08-14 09:00:00,Aug,8,West Coast,34.6925,-123.1863,Home & Kitchen,4,21.56,656.55,Standard Ground,3180.0,50.26,7.0,0,3546.5,459.1,2442.6,WH3_LOS_ANGELES,459.1,20.51,2.2,0,WH1_CHICAGO,3180.0,50.95,7.0,0
ORD-21466,2025-08-14 10:00:00,Aug,8,Midwest,39.4458,-89.3449,Apparel,3,40.77,1456.81,Standard Ground,306.7,24.18,1.9,1,772.4,2631.6,998.3,WH1_CHICAGO,306.7,28.7,1.9,1,WH1_CHICAGO,306.7,26.79,1.9,1
ORD-21467,2025-08-14 10:00:00,Aug,8,Midwest,39.0371,-89.7962,Electronics,1,8.45,199.09,Express Air,365.2,27.08,2.1,0,761.3,2589.8,938.6,WH1_CHICAGO,365.2,26.78,1.9,1,WH1_CHICAGO,365.2,25.88,1.9,1
ORD-21468,2025-08-14 10:00:00,Aug,8,West Coast,35.1212,-119.531,Grocery,1,10.2,318.18,Standard Ground,2857.8,43.63,7.0,0,3209.9,167.4,2108.5,WH3_LOS_ANGELES,167.4,9.23,1.4,1,WH1_CHICAGO,2857.8,45.55,7.0,0
ORD-21469,2025-08-14 11:00:00,Aug,8,Northeast,38.0811,-72.5497,Electronics,4,58.55,1734.28,Express Air,1350.3,99.42,4.1,0,1168.7,4090.2,2267.4,WH1_CHICAGO,1350.3,99.4,4.1,0,WH2_ATLANTA,1168.7,93.36,3.3,0
ORD-21470,2025-08-14 11:00:00,Aug,8,Southwest,35.3219,-92.7126,Footwear,1,11.62,220.12,Economy Saver,852.0,15.88,3.2,0,782.1,2332.2,470.8,WH1_CHICAGO,852.0,14.14,2.7,0,WH2_ATLANTA,782.1,15.17,3.3,0
ORD-21471,2025-08-14 11:00:00,Aug,8,Midwest,40.3319,-85.994,Grocery,3,17.28,679.49,Standard Ground,219.9,13.85,1.8,1,745.7,2923.3,1277.6,WH1_CHICAGO,219.9,16.51,1.4,1,WH1_CHICAGO,219.9,14.43,1.0,1
ORD-21472,2025-08-14 12:00:00,Aug,8,Northeast,41.6905,-74.1088,Electronics,1,6.29,305.86,Standard Ground,1120.1,19.85,3.0,0,1262.0,3921.5,2230.5,WH1_CHICAGO,1120.1,19.75,3.1,0,WH1_CHICAGO,1120.1,20.0,3.5,0
ORD-21473,2025-08-14 12:00:00,Aug,8,Northwest,46.2655,-120.6339,Footwear,4,24.66,421.6,Standard Ground,2661.4,49.52,6.8,0,3348.9,1373.0,2519.2,WH3_LOS_ANGELES,1373.0,33.11,4.7,0,WH1_CHICAGO,2661.4,48.21,6.7,0
ORD-21474,2025-08-14 12:00:00,Aug,8,Southeast,35.7434,-84.935,Grocery,5,29.02,957.68,Standard Ground,720.9,26.86,3.1,0,227.3,3029.0,1138.1,WH1_CHICAGO,720.9,26.7,3.0,0,WH2_ATLANTA,227.3,23.33,1.0,1
ORD-21475,2025-08-14 12:00:00,Aug,8,West Coast,38.3692,-116.1671,Grocery,4,30.33,1065.96,Standard Ground,2446.0,46.01,6.5,0,2887.8,514.9,1854.6,WH3_LOS_ANGELES,514.9,23.09,1.9,1,WH1_CHICAGO,2446.0,46.76,6.5,0
ORD-21476,2025-08-14 13:00:00,Aug,8,Midwest,43.2644,-83.3906,Grocery,5,9.34,382.94,Economy Saver,379.8,10.68,1.6,1,1061.6,3168.3,1651.0,WH1_CHICAGO,379.8,10.88,1.7,1,WH1_CHICAGO,379.8,9.46,1.5,1
ORD-21477,2025-08-14 14:00:00,Aug,8,Southeast,28.1163,-80.7129,Footwear,4,15.45,464.48,Standard Ground,1653.4,29.66,5.0,0,717.6,3613.8,1624.5,WH1_CHICAGO,1653.4,31.77,4.3,0,WH2_ATLANTA,717.6,19.44,3.0,0
ORD-21478,2025-08-14 14:00:00,Aug,8,West Coast,37.1606,-117.4458,Beauty,1,7.02,223.92,Standard Ground,2597.0,39.88,6.9,0,3002.9,353.1,1939.3,WH3_LOS_ANGELES,353.1,11.03,2.0,1,WH1_CHICAGO,2597.0,40.02,6.9,0
ORD-21479,2025-08-14 14:00:00,Aug,8,Northeast,38.6739,-75.2654,Home & Kitchen,1,10.56,334.4,Standard Ground,1106.6,22.68,3.6,0,984.0,3847.3,2045.5,WH1_CHICAGO,1106.6,22.56,3.6,0,WH2_ATLANTA,984.0,22.61,2.6,0
ORD-21480,2025-08-14 14:00:00,Aug,8,Southwest,33.8011,-100.179,Electronics,4,14.07,566.47,Standard Ground,1419.0,26.59,4.0,0,1458.1,1664.8,334.3,WH1_CHICAGO,1419.0,26.48,3.7,0,WH1_CHICAGO,1419.0,28.44,4.2,0
ORD-21481,2025-08-14 14:00:00,Aug,8,Southeast,34.3331,-82.5508,Apparel,5,19.52,494.66,Standard Ground,948.9,22.0,3.2,0,181.3,3265.8,1330.3,WH1_CHICAGO,948.9,23.63,3.2,0,WH2_ATLANTA,181.3,13.76,1.0,1
ORD-21482,2025-08-14 15:00:00,Aug,8,Northeast,40.3473,-72.5683,Home & Kitchen,3,18.19,421.53,Express Air,1271.5,60.73,4.0,0,1278.3,4060.0,2312.6,WH1_CHICAGO,1271.5,59.9,3.6,0,WH1_CHICAGO,1271.5,58.27,3.8,0
ORD-21483,2025-08-14 15:00:00,Aug,8,Southeast,31.3459,-84.8404,Apparel,1,8.48,234.44,Express Air,1197.1,47.19,3.9,0,270.6,3126.3,1137.3,WH1_CHICAGO,1197.1,46.48,3.8,0,WH2_ATLANTA,270.6,23.71,2.1,0
ORD-21484,2025-08-14 15:00:00,Aug,8,Southeast,33.4937,-86.1035,Apparel,4,46.94,1675.88,Standard Ground,941.9,39.78,3.6,0,161.4,2959.1,998.4,WH1_CHICAGO,941.9,35.91,3.5,0,WH2_ATLANTA,161.4,28.72,1.9,1
ORD-21485,2025-08-14 15:00:00,Aug,8,Midwest,43.9618,-90.3963,Electronics,3,28.44,853.68,Economy Saver,323.1,16.09,1.7,1,1248.2,2629.7,1362.1,WH1_CHICAGO,323.1,18.39,2.1,0,WH1_CHICAGO,323.1,16.18,1.9,1
ORD-21486,2025-08-14 16:00:00,Aug,8,Northeast,42.1154,-76.1888,Footwear,4,5.53,251.12,Standard Ground,945.1,20.59,3.0,0,1174.6,3748.4,2086.8,WH1_CHICAGO,945.1,19.83,3.3,0,WH1_CHICAGO,945.1,16.52,3.1,0
ORD-21487,2025-08-14 16:00:00,Aug,8,Northeast,41.9676,-78.0221,Electronics,1,1.94,92.13,Standard Ground,794.5,17.1,3.7,0,1070.4,3596.9,1942.1,WH1_CHICAGO,794.5,15.99,2.8,0,WH1_CHICAGO,794.5,14.9,2.7,0
ORD-21488,2025-08-14 16:00:00,Aug,8,Northeast,43.2355,-71.1622,Electronics,2,9.05,242.47,Economy Saver,1355.0,18.36,4.6,0,1557.8,4156.7,2515.0,WH1_CHICAGO,1355.0,18.24,4.2,0,WH1_CHICAGO,1355.0,18.79,4.0,0
ORD-21489,2025-08-14 17:00:00,Aug,8,West Coast,35.1185,-121.1513,Home & Kitchen,5,31.99,846.84,Standard Ground,2991.7,53.93,7.0,0,3355.9,291.4,2255.9,WH3_LOS_ANGELES,291.4,21.14,1.5,1,WH1_CHICAGO,2991.7,54.54,7.0,0
ORD-21490,2025-08-14 17:00:00,Aug,8,Southeast,34.8072,-87.0783,Home & Kitchen,5,42.03,1242.91,Standard Ground,787.7,30.55,2.3,0,273.8,2848.1,925.6,WH1_CHICAGO,787.7,32.96,2.8,0,WH2_ATLANTA,273.8,25.67,1.6,1
ORD-21491,2025-08-14 17:00:00,Aug,8,Northwest,46.0521,-123.6152,Home & Kitchen,1,7.57,241.33,Standard Ground,2891.9,43.41,7.0,0,3570.9,1409.6,2715.7,WH3_LOS_ANGELES,1409.6,23.65,4.0,0,WH1_CHICAGO,2891.9,43.11,7.0,0
ORD-21492,2025-08-14 17:00:00,Aug,8,Northeast,40.2422,-75.6096,Apparel,5,12.09,404.22,Standard Ground,1023.2,21.58,3.3,0,1061.6,3803.6,2060.8,WH1_CHICAGO,1023.2,21.85,3.2,0,WH1_CHICAGO,1023.2,22.21,3.0,0
ORD-21493,2025-08-14 18:00:00,Aug,8,Northeast,39.2629,-69.738,Footwear,4,18.2,795.35,Economy Saver,1536.0,22.06,4.5,0,1443.5,4313.8,2527.4,WH1_CHICAGO,1536.0,23.89,5.0,0,WH2_ATLANTA,1443.5,24.17,5.0,0
ORD-21494,2025-08-14 18:00:00,Aug,8,West Coast,38.4514,-122.4597,Apparel,3,39.81,753.42,Standard Ground,2963.5,55.91,6.8,0,3435.6,618.1,2395.4,WH3_LOS_ANGELES,618.1,30.23,2.0,1,WH1_CHICAGO,2963.5,59.73,7.0,0
ORD-21495,2025-08-14 19:00:00,Aug,8,Southeast,31.8732,-79.9277,Apparel,3,27.59,466.72,Express Air,1305.2,67.97,4.2,0,466.0,3562.1,1586.6,WH1_CHICAGO,1305.2,67.09,3.9,0,WH2_ATLANTA,466.0,48.06,2.0,1
ORD-21496,2025-08-14 19:00:00,Aug,8,Southeast,35.9311,-86.6552,Footwear,3,39.08,1292.04,Standard Ground,666.6,28.25,2.6,0,318.9,2872.6,994.3,WH1_CHICAGO,666.6,31.75,2.3,0,WH2_ATLANTA,318.9,24.94,1.4,1
ORD-21497,2025-08-14 21:00:00,Aug,8,Midwest,42.8972,-87.2049,Grocery,4,25.37,1148.19,Express Air,118.6,34.81,1.8,1,1046.3,2855.9,1403.6,WH1_CHICAGO,118.6,36.22,1.0,1,WH1_CHICAGO,118.6,36.64,1.2,1
ORD-21498,2025-08-14 21:00:00,Aug,8,Northeast,37.205,-75.008,Home & Kitchen,4,36.66,1647.74,Standard Ground,1199.0,35.13,3.7,0,931.7,3889.6,2040.0,WH1_CHICAGO,1199.0,36.45,3.6,0,WH2_ATLANTA,931.7,34.03,3.2,0
ORD-21499,2025-08-14 22:00:00,Aug,8,Northeast,40.4549,-73.8788,Apparel,2,2.29,91.34,Standard Ground,1160.6,19.16,3.2,0,1192.1,3948.4,2208.2,WH1_CHICAGO,1160.6,19.93,4.0,0,WH1_CHICAGO,1160.6,19.04,3.8,0
ORD-21500,2025-08-15 00:00:00,Aug,8,Northwest,44.0191,-123.526,Electronics,5,34.9,1503.34,Standard Ground,2908.2,56.18,7.0,0,3536.9,1197.8,2626.7,WH3_LOS_ANGELES,1197.8,34.58,4.0,0,WH1_CHICAGO,2908.2,54.74,7.0,0
ORD-21501,2025-08-15 01:00:00,Aug,8,Northeast,39.5787,-75.3392,Beauty,3,39.85,1318.36,Standard Ground,1065.7,35.68,3.5,0,1034.2,3831.8,2062.7,WH1_CHICAGO,1065.7,36.72,3.4,0,WH2_ATLANTA,1034.2,37.16,2.9,0
ORD-21502,2025-08-15 01:00:00,Aug,8,Southwest,30.962,-97.3979,Beauty,1,3.33,175.31,Standard Ground,1493.5,25.58,3.6,0,1259.7,1981.1,209.6,WH1_CHICAGO,1493.5,21.81,4.3,0,WH2_ATLANTA,1259.7,21.72,3.7,0
ORD-21503,2025-08-15 02:00:00,Aug,8,West Coast,37.2741,-115.9515,Electronics,4,12.82,447.62,Standard Ground,2468.9,37.27,6.3,0,2870.2,413.8,1810.8,WH3_LOS_ANGELES,413.8,16.4,1.8,1,WH1_CHICAGO,2468.9,41.68,6.8,0
ORD-21504,2025-08-15 02:00:00,Aug,8,Northeast,42.2676,-70.7078,Beauty,1,12.48,485.63,Economy Saver,1395.1,19.16,4.1,0,1524.4,4199.0,2517.9,WH1_CHICAGO,1395.1,19.21,4.4,0,WH1_CHICAGO,1395.1,20.0,3.7,0
ORD-21505,2025-08-15 03:00:00,Aug,8,Southeast,32.7423,-85.5118,Grocery,4,29.92,1154.22,Standard Ground,1032.9,31.12,2.9,0,153.1,3029.2,1054.8,WH1_CHICAGO,1032.9,30.99,3.2,0,WH2_ATLANTA,153.1,20.49,1.2,1
ORD-21506,2025-08-15 04:00:00,Aug,8,Southwest,33.6029,-97.0486,Electronics,1,1.86,59.06,Standard Ground,1236.4,20.3,3.2,0,1170.9,1955.0,94.8,WH1_CHICAGO,1236.4,21.47,4.0,0,WH2_ATLANTA,1170.9,18.57,3.5,0
ORD-21507,2025-08-15 05:00:00,Aug,8,Southwest,33.4606,-99.6469,Apparel,5,57.57,1406.21,Express Air,1409.8,98.36,4.6,0,1412.2,1718.1,276.1,WH1_CHICAGO,1409.8,98.69,4.3,0,WH1_CHICAGO,1409.8,98.39,4.3,0
ORD-21508,2025-08-15 06:00:00,Aug,8,Midwest,42.7972,-88.5257,Apparel,3,21.82,928.78,Express Air,126.0,32.95,1.8,1,1068.6,2747.9,1328.8,WH1_CHICAGO,126.0,34.11,1.1,1,WH1_CHICAGO,126.0,33.54,1.3,1
ORD-21509,2025-08-15 06:00:00,Aug,8,Northeast,39.8704,-74.9169,Grocery,5,59.55,2530.43,Standard Ground,1090.9,45.96,3.4,0,1082.5,3865.2,2106.0,WH1_CHICAGO,1090.9,44.44,3.9,0,WH2_ATLANTA,1082.5,42.3,3.9,0
ORD-21510,2025-08-15 06:00:00,Aug,8,Northeast,41.5828,-72.0646,Electronics,1,5.58,194.85,Standard Ground,1290.3,21.72,4.2,0,1388.7,4091.8,2388.8,WH1_CHICAGO,1290.3,22.25,3.6,0,WH1_CHICAGO,1290.3,22.83,3.8,0
ORD-21511,2025-08-15 06:00:00,Aug,8,Midwest,40.7672,-86.9671,Electronics,4,54.95,1420.42,Standard Ground,135.4,28.88,1.9,1,813.0,2844.9,1245.8,WH1_CHICAGO,135.4,31.21,1.8,1,WH1_CHICAGO,135.4,30.55,1.3,1
ORD-21512,2025-08-15 07:00:00,Aug,8,Southeast,34.5498,-80.285,Apparel,4,46.04,1933.33,Standard Ground,1036.3,37.87,3.2,0,387.9,3466.3,1539.1,WH1_CHICAGO,1036.3,39.6,3.3,0,WH2_ATLANTA,387.9,28.75,1.5,1
ORD-21513,2025-08-15 08:00:00,Aug,8,Southwest,33.9738,-91.5663,Grocery,1,7.41,306.67,Standard Ground,944.0,19.74,2.7,0,663.1,2451.8,503.5,WH1_CHICAGO,944.0,17.86,3.1,0,WH2_ATLANTA,663.1,17.15,2.7,0
ORD-21514,2025-08-15 09:00:00,Aug,8,Northeast,39.8627,-70.35,Footwear,4,58.37,1486.59,Economy Saver,1467.6,37.38,4.9,0,1420.3,4253.2,2486.2,WH1_CHICAGO,1467.6,35.76,3.7,0,WH2_ATLANTA,1420.3,35.12,4.3,0
ORD-21515,2025-08-15 11:00:00,Aug,8,West Coast,36.7927,-121.6896,Home & Kitchen,4,28.72,495.53,Standard Ground,2963.1,53.5,7.0,0,3381.8,436.2,2309.8,WH3_LOS_ANGELES,436.2,22.24,1.8,1,WH1_CHICAGO,2963.1,52.56,7.0,0
ORD-21516,2025-08-15 11:00:00,Aug,8,West Coast,34.8738,-118.5681,Electronics,3,38.72,1150.5,Express Air,2790.1,115.54,7.0,0,3126.5,96.1,2020.5,WH3_LOS_ANGELES,96.1,48.24,1.2,1,WH1_CHICAGO,2790.1,115.78,7.0,0
ORD-21517,2025-08-15 11:00:00,Aug,8,Northeast,42.0028,-76.5407,Grocery,3,13.82,382.38,Standard Ground,916.7,19.83,2.4,0,1146.4,3719.4,2055.1,WH1_CHICAGO,916.7,21.32,2.8,0,WH1_CHICAGO,916.7,21.68,2.7,0
ORD-21518,2025-08-15 11:00:00,Aug,8,Midwest,39.9722,-89.5993,Electronics,5,62.2,2476.8,Express Air,268.9,75.49,2.2,0,832.6,2614.7,1026.5,WH1_CHICAGO,268.9,74.93,1.9,1,WH1_CHICAGO,268.9,77.93,1.3,1
ORD-21519,2025-08-15 12:00:00,Aug,8,West Coast,34.3416,-123.2602,Apparel,2,18.69,750.45,Express Air,3202.9,110.27,7.0,0,3559.9,462.4,2451.3,WH3_LOS_ANGELES,462.4,38.88,2.2,0,WH1_CHICAGO,3202.9,105.37,7.0,0
ORD-21520,2025-08-15 12:00:00,Aug,8,Southwest,27.5614,-98.1454,Beauty,4,38.45,1409.25,Standard Ground,1856.2,40.72,5.9,0,1483.1,2046.3,594.2,WH1_CHICAGO,1856.2,41.99,4.9,0,WH2_ATLANTA,1483.1,40.48,4.0,0
ORD-21521,2025-08-15 13:00:00,Aug,8,West Coast,37.1302,-118.1888,Electronics,2,10.87,306.15,Standard Ground,2659.7,40.65,6.8,0,3068.9,342.3,2004.0,WH3_LOS_ANGELES,342.3,14.5,1.9,1,WH1_CHICAGO,2659.7,41.23,6.9,0
ORD-21522,2025-08-15 13:00:00,Aug,8,Midwest,38.7753,-92.036,Home & Kitchen,4,30.9,631.06,Express Air,508.3,52.31,2.2,0,884.0,2394.4,793.0,WH1_CHICAGO,508.3,52.8,2.5,0,WH1_CHICAGO,508.3,51.68,2.0,1
ORD-21523,2025-08-15 13:00:00,Aug,8,Northeast,39.7497,-73.9916,Apparel,2,10.41,273.67,Express Air,1170.5,50.84,3.4,0,1140.3,3945.1,2179.2,WH1_CHICAGO,1170.5,48.04,3.4,0,WH2_ATLANTA,1140.3,47.08,3.5,0
ORD-21524,2025-08-15 13:00:00,Aug,8,Midwest,43.5176,-85.8468,Footwear,3,22.63,969.83,Express Air,233.4,36.8,1.3,1,1093.5,2976.0,1527.9,WH1_CHICAGO,233.4,36.95,1.4,1,WH1_CHICAGO,233.4,35.3,1.0,1
ORD-21525,2025-08-15 14:00:00,Aug,8,Southeast,32.9908,-81.4195,Home & Kitchen,1,6.96,322.51,Standard Ground,1129.4,22.04,3.2,0,288.3,3397.2,1434.8,WH1_CHICAGO,1129.4,20.17,3.1,0,WH2_ATLANTA,288.3,11.73,1.6,1
ORD-21526,2025-08-15 15:00:00,Aug,8,West Coast,34.3912,-119.3513,Grocery,5,72.76,1484.14,Standard Ground,2878.0,73.42,7.0,0,3205.1,108.6,2092.7,WH3_LOS_ANGELES,108.6,37.83,1.0,1,WH1_CHICAGO,2878.0,72.55,7.0,0
ORD-21527,2025-08-15 15:00:00,Aug,8,Midwest,41.3752,-83.7871,Electronics,5,8.33,420.21,Standard Ground,324.2,13.92,1.7,1,849.6,3115.9,1495.8,WH1_CHICAGO,324.2,10.63,1.9,1,WH1_CHICAGO,324.2,11.66,1.8,1
ORD-21528,2025-08-15 16:00:00,Aug,8,Southwest,32.9871,-99.3124,Home & Kitchen,3,39.02,1355.79,Economy Saver,1426.2,29.01,3.7,0,1387.3,1756.5,236.0,WH1_CHICAGO,1426.2,29.51,4.2,0,WH2_ATLANTA,1387.3,27.43,4.4,0
ORD-21529,2025-08-15 16:00:00,Aug,8,Southeast,32.1268,-83.4993,Beauty,5,9.38,228.66,Express Air,1144.3,46.7,3.8,0,198.5,3228.4,1249.0,WH1_CHICAGO,1144.3,48.45,3.6,0,WH2_ATLANTA,198.5,23.77,1.5,1
ORD-21530,2025-08-15 16:00:00,Aug,8,West Coast,32.5888,-119.96,Electronics,3,20.97,802.69,Standard Ground,3021.4,52.14,7.0,0,3297.0,227.8,2163.6,WH3_LOS_ANGELES,227.8,17.22,1.5,1,WH1_CHICAGO,3021.4,51.39,7.0,0
ORD-21531,2025-08-15 16:00:00,Aug,8,Northwest,45.7845,-121.0669,Grocery,1,3.2,99.92,Standard Ground,2696.8,39.07,7.0,0,3371.6,1326.4,2524.4,WH3_LOS_ANGELES,1326.4,21.31,3.8,0,WH1_CHICAGO,2696.8,36.93,6.8,0
ORD-21532,2025-08-15 17:00:00,Aug,8,Midwest,42.7243,-87.7033,Grocery,5,52.16,1966.81,Economy Saver,94.3,20.55,1.2,1,1038.9,2812.5,1363.0,WH1_CHICAGO,94.3,22.95,1.0,1,WH1_CHICAGO,94.3,18.07,1.0,1
ORD-21533,2025-08-15 17:00:00,Aug,8,Southwest,28.74,-100.6631,Beauty,4,37.97,1366.37,Express Air,1874.9,91.32,5.7,0,1642.1,1767.2,581.2,WH3_LOS_ANGELES,1767.2,90.46,4.7,0,WH2_ATLANTA,1642.1,84.96,4.8,0
ORD-21534,2025-08-15 17:00:00,Aug,8,Midwest,40.2898,-86.0431,Home & Kitchen,5,20.01,851.59,Standard Ground,221.1,15.18,1.8,1,742.0,2918.9,1271.5,WH1_CHICAGO,221.1,17.33,1.9,1,WH1_CHICAGO,221.1,17.2,1.4,1
ORD-21535,2025-08-15 17:00:00,Aug,8,Northeast,41.8133,-74.6236,Beauty,2,13.99,639.47,Standard Ground,1076.3,26.17,3.8,0,1239.5,3878.4,2194.8,WH1_CHICAGO,1076.3,23.89,3.3,0,WH1_CHICAGO,1076.3,23.28,3.4,0
ORD-21536,2025-08-15 17:00:00,Aug,8,Southwest,36.7195,-92.3153,Apparel,5,30.1,630.72,Standard Ground,700.9,25.47,2.0,1,791.8,2361.9,599.7,WH1_CHICAGO,700.9,25.36,2.2,0,WH1_CHICAGO,700.9,23.59,2.7,0
ORD-21537,2025-08-15 18:00:00,Aug,8,Southwest,34.4798,-94.898,Electronics,2,12.33,478.23,Express Air,1038.5,47.52,3.2,0,970.5,2141.1,258.4,WH1_CHICAGO,1038.5,46.22,2.8,0,WH2_ATLANTA,970.5,45.41,3.0,0
ORD-21538,2025-08-15 19:00:00,Aug,8,Southeast,34.8088,-81.3433,Home & Kitchen,4,6.69,179.16,Economy Saver,957.7,12.8,3.0,0,303.5,3366.1,1444.3,WH1_CHICAGO,957.7,15.75,2.9,0,WH2_ATLANTA,303.5,6.94,1.1,1
ORD-21539,2025-08-15 19:00:00,Aug,8,Southeast,29.8289,-85.6539,Home & Kitchen,2,7.44,177.99,Standard Ground,1351.5,20.09,4.1,0,452.0,3097.6,1107.6,WH1_CHICAGO,1351.5,24.16,4.2,0,WH2_ATLANTA,452.0,14.75,1.9,1
ORD-21540,2025-08-15 19:00:00,Aug,8,West Coast,35.9447,-119.2443,Apparel,4,19.47,489.43,Standard Ground,2796.7,47.62,6.9,0,3173.4,229.3,2085.6,WH3_LOS_ANGELES,229.3,17.44,1.0,1,WH1_CHICAGO,2796.7,46.98,6.8,0
ORD-21541,2025-08-15 21:00:00,Aug,8,Southwest,31.7511,-96.1832,Electronics,1,5.43,109.3,Standard Ground,1357.7,25.15,3.4,0,1124.5,2071.3,127.8,WH1_CHICAGO,1357.7,22.66,3.7,0,WH2_ATLANTA,1124.5,21.22,3.7,0
ORD-21542,2025-08-15 21:00:00,Aug,8,Midwest,37.2934,-86.483,Electronics,5,25.9,881.12,Express Air,519.2,48.75,2.2,0,437.3,2877.9,1064.0,WH1_CHICAGO,519.2,47.31,2.2,0,WH2_ATLANTA,437.3,44.18,2.2,0
ORD-21543,2025-08-15 21:00:00,Aug,8,Southwest,32.1243,-97.5623,Footwear,2,27.6,463.63,Economy Saver,1395.9,24.72,3.7,0,1241.8,1935.3,102.1,WH1_CHICAGO,1395.9,24.42,4.7,0,WH2_ATLANTA,1241.8,23.52,3.5,0
ORD-21544,2025-08-15 22:00:00,Aug,8,Southeast,35.8401,-85.6366,Footwear,1,0.55,67.85,Standard Ground,693.2,12.83,2.4,0,259.0,2964.9,1079.4,WH1_CHICAGO,693.2,11.75,2.5,0,WH2_ATLANTA,259.0,8.58,1.2,1
ORD-21545,2025-08-15 22:00:00,Aug,8,Southeast,33.2788,-81.6467,Apparel,1,4.44,196.14,Standard Ground,1091.2,20.51,3.4,0,259.5,3369.8,1412.3,WH1_CHICAGO,1091.2,20.16,3.8,0,WH2_ATLANTA,259.5,9.48,1.8,1
ORD-21546,2025-08-15 22:00:00,Aug,8,Southeast,31.9234,-88.51,Electronics,2,13.37,580.97,Standard Ground,1109.7,24.45,2.9,0,435.3,2773.6,784.0,WH1_CHICAGO,1109.7,24.92,3.2,0,WH2_ATLANTA,435.3,15.05,2.6,0
ORD-21547,2025-08-16 00:00:00,Aug,8,Southeast,31.2633,-82.6942,Apparel,5,45.07,908.79,Express Air,1259.3,84.4,3.9,0,318.8,3325.8,1339.2,WH1_CHICAGO,1259.3,83.94,3.9,0,WH2_ATLANTA,318.8,60.57,2.0,1
ORD-21548,2025-08-16 01:00:00,Aug,8,Northwest,45.6265,-122.0365,Grocery,3,44.85,1790.69,Standard Ground,2773.0,61.42,6.4,0,3442.8,1326.7,2584.8,WH3_LOS_ANGELES,1326.7,39.06,4.2,0,WH1_CHICAGO,2773.0,58.66,7.0,0
ORD-21549,2025-08-16 01:00:00,Aug,8,Southeast,32.3496,-86.4368,Electronics,1,6.5,298.46,Standard Ground,1064.8,18.52,3.1,0,246.3,2953.6,971.7,WH1_CHICAGO,1064.8,16.96,3.5,0,WH2_ATLANTA,246.3,9.47,1.9,1
ORD-21550,2025-08-16 01:00:00,Aug,8,Northwest,46.2055,-122.333,Footwear,1,1.59,109.58,Standard Ground,2792.3,38.67,7.0,0,3476.1,1394.9,2632.9,WH3_LOS_ANGELES,1394.9,22.88,4.7,0,WH1_CHICAGO,2792.3,39.51,6.9,0
ORD-21551,2025-08-16 01:00:00,Aug,8,Midwest,42.7757,-90.2431,Electronics,2,11.85,505.28,Standard Ground,236.9,11.64,1.9,1,1125.7,2610.2,1251.2,WH1_CHICAGO,236.9,11.77,1.8,1,WH1_CHICAGO,236.9,13.42,1.1,1
ORD-21552,2025-08-16 02:00:00,Aug,8,West Coast,31.4479,-124.7089,Home & Kitchen,4,46.78,2085.47,Economy Saver,3473.3,50.35,7.0,0,3761.9,670.2,2625.4,WH3_LOS_ANGELES,670.2,22.84,2.3,0,WH1_CHICAGO,3473.3,49.73,7.0,0
ORD-21553,2025-08-16 02:00:00,Aug,8,Southwest,31.1971,-96.6163,Footwear,4,47.85,1453.18,Standard Ground,1431.7,42.89,4.8,0,1180.9,2046.2,176.5,WH1_CHICAGO,1431.7,42.27,4.3,0,WH2_ATLANTA,1180.9,42.87,3.5,0
ORD-21554,2025-08-16 03:00:00,Aug,8,West Coast,35.9192,-120.6303,Electronics,3,37.72,921.91,Express Air,2912.5,116.51,7.0,0,3297.7,300.6,2210.1,WH3_LOS_ANGELES,300.6,53.06,1.4,1,WH1_CHICAGO,2912.5,117.35,7.0,0
ORD-21555,2025-08-16 03:00:00,Aug,8,Southeast,30.299,-88.1681,Electronics,3,24.11,903.85,Economy Saver,1288.4,24.79,3.1,0,523.5,2850.9,862.6,WH1_CHICAGO,1288.4,22.95,4.1,0,WH2_ATLANTA,523.5,16.34,2.1,0
ORD-21556,2025-08-16 03:00:00,Aug,8,Southeast,34.608,-83.1828,Home & Kitchen,5,43.56,1016.67,Express Air,896.5,72.63,2.3,0,146.3,3203.7,1274.9,WH1_CHICAGO,896.5,73.76,3.2,0,WH2_ATLANTA,146.3,53.32,1.1,1
ORD-21557,2025-08-16 03:00:00,Aug,8,Southwest,31.273,-101.6253,Beauty,3,13.56,454.78,Standard Ground,1714.0,32.12,4.8,0,1637.6,1584.2,484.9,WH3_LOS_ANGELES,1584.2,30.52,4.1,0,WH2_ATLANTA,1637.6,31.74,4.2,0
